コード,銘柄名,市場,現在値,前日比(%),時価総額(百万円),時価総額(億円),時価総額(兆円),ランク
3861,王子ＨＬＤＧ,東P,774,-8.6(-1.10%),"707,732","7,077",7.08,03_5000億以上~1兆未満
3863,日本製紙,東P,1188,-10.0(-0.83%),"138,111","1,381",1.38,04_1000億以上~5000億未満
3864,三菱製紙,東P,1040,-20.0(-1.89%),"46,531",465,0.47,06_100億以上~500億未満
3865,北越コーポレーション,東P,902,-7.0(-0.77%),"147,074","1,471",1.47,04_1000億以上~5000億未満
386A,みのや,東S,1341,+9.0(+0.68%),"4,834",48,0.05,07_100億未満
3877,中越パルプ工業,東P,1972,-15.0(-0.75%),"26,335",263,0.26,06_100億以上~500億未満
3878,巴川,東S,831,-17.0(-2.00%),"8,634",86,0.09,07_100億未満
387A,フラー,東G,850,+6.0(+0.71%),"1,478",15,0.01,07_100億未満
3880,大王製紙,東P,895,-27.0(-2.93%),"151,267","1,513",1.51,04_1000億以上~5000億未満
3891,ニッポン高度紙工業,東S,8370,-90.0(-1.06%),"89,546",895,0.90,05_500億以上~1000億未満
3892,岡山製紙,東S,1774,-5.0(-0.28%),"9,757",98,0.10,07_100億未満
3895,ハビックス,東S,414,+2.0(+0.49%),"3,385",34,0.03,07_100億未満
3896,阿波製紙,東S,397,+2.0(+0.51%),"4,039",40,0.04,07_100億未満
3900,クラウドワークス,東G,589,+1.0(+0.17%),"9,324",93,0.09,07_100億未満
3901,マークラインズ,東P,1264,-20.0(-1.56%),"16,721",167,0.17,06_100億以上~500億未満
3903,ｇｕｍｉ,東P,269,-5.0(-1.82%),"14,498",145,0.14,06_100億以上~500億未満
3904,カヤック,東G,396,+0.0(+0.00%),"6,379",64,0.06,07_100億未満
3905,データセクション,東G,5690,+630.0(+12.45%),"181,562","1,816",1.82,04_1000億以上~5000億未満
3907,シリコンスタジオ,東S,1207,-33.0(-2.66%),"3,589",36,0.04,07_100億未満
3908,コラボス,東S,301,+3.0(+1.01%),"1,498",15,0.01,07_100億未満
3909,ショーケース,東S,198,-5.0(-2.46%),"2,017",20,0.02,07_100億未満
3910,エムケイシステム,東S,276,-1.0(-0.36%),"1,498",15,0.01,07_100億未満
3911,Ａｉｍｉｎｇ,東G,168,+2.0(+1.20%),"7,846",78,0.08,07_100億未満
3912,モバイルファクトリー,東S,1086,+1.0(+0.09%),"8,607",86,0.09,07_100億未満
3913,ＧｒｅｅｎＢｅｅ,東S,961,-25.0(-2.54%),"2,257",23,0.02,07_100億未満
3914,ＪＩＧ―ＳＡＷ,東G,2460,+30.0(+1.23%),"16,607",166,0.17,06_100億以上~500億未満
3915,テラスカイ,東P,3485,+455.0(+15.02%),"45,021",450,0.45,06_100億以上~500億未満
3916,デジタル・インフォメーション,東P,826,-14.0(-1.67%),"25,609",256,0.26,06_100億以上~500億未満
3917,アイリッジ,東G,433,-6.0(-1.37%),"3,390",34,0.03,07_100億未満
3918,ＰＣＩ　ＨＬＤＧ,東S,1174,-21.0(-1.76%),"11,884",119,0.12,06_100億以上~500億未満
3920,アイビーシー,東S,997,-3.0(-0.30%),"5,734",57,0.06,07_100億未満
3921,ネオジャパン,東P,1534,-20.0(-1.29%),"21,610",216,0.22,06_100億以上~500億未満
3922,ＰＲ　ＴＩＭＥＳ,東P,2161,-66.0(-2.96%),"29,281",293,0.29,06_100億以上~500億未満
3923,ラクス,東P,966.5,-61.5(-5.98%),"342,519","3,425",3.43,04_1000億以上~5000億未満
3925,ダブルスタンダード,東P,1162,-26.0(-2.19%),"15,780",158,0.16,06_100億以上~500億未満
3926,オープンドア,東S,256,+3.0(+1.19%),"8,003",80,0.08,07_100億未満
3927,フーバーブレイン,東S,928,-19.0(-2.01%),"5,201",52,0.05,07_100億未満
3928,マイネット,東S,242,-3.0(-1.22%),"2,108",21,0.02,07_100億未満
3929,ソーシャルワイヤー,東G,293,-1.0(-0.34%),"3,471",35,0.03,07_100億未満
3930,はてな,東G,909,+4.0(+0.44%),"2,795",28,0.03,07_100億未満
3931,バリューゴルフ,東G,1798,-1.0(-0.06%),"3,249",32,0.03,07_100億未満
3932,アカツキ,東P,3005,-60.0(-1.96%),"43,632",436,0.44,06_100億以上~500億未満
3933,チエル,東S,442,-75.0(-14.51%),"3,479",35,0.03,07_100億未満
3934,ベネフィットジャパン,東S,2303,-48.0(-2.04%),"13,901",139,0.14,06_100億以上~500億未満
3935,エディア,東S,630,+1.0(+0.16%),"3,924",39,0.04,07_100億未満
3936,グローバルウェイ,東G,175,+6.0(+3.55%),"6,504",65,0.07,07_100億未満
3937,Ｕｂｉｃｏｍ　ＨＬＤＧ,東S,954,+3.0(+0.32%),"11,686",117,0.12,06_100億以上~500億未満
3939,カナミックネットワーク,東P,481,+1.0(+0.21%),"23,151",232,0.23,06_100億以上~500億未満
3940,ノムラシステムコーポレーション,東S,118,-1.0(-0.84%),"5,510",55,0.06,07_100億未満
3941,レンゴー,東P,1379,-22.0(-1.57%),"373,786","3,738",3.74,04_1000億以上~5000億未満
3943,大石産業,東S,1201,-2.0(-0.17%),"11,203",112,0.11,06_100億以上~500億未満
3944,古林紙工,東S,2333,+0.0(+0.00%),"4,145",41,0.04,07_100億未満
3945,スーパーバッグ,東S,2148,-3.0(-0.14%),"3,622",36,0.04,07_100億未満
3946,トーモク,東P,3685,-10.0(-0.27%),"71,274",713,0.71,05_500億以上~1000億未満
3947,ダイナパック,東S,1980,-20.0(-1.00%),"20,439",204,0.20,06_100億以上~500億未満
3948,光ビジネスフォーム,東S,1147,-3.0(-0.26%),"6,670",67,0.07,07_100億未満
3950,ザ・パック,東P,1227,-1.0(-0.08%),"73,252",733,0.73,05_500億以上~1000億未満
3951,朝日印刷,東S,841,-3.0(-0.36%),"19,251",193,0.19,06_100億以上~500億未満
3953,大村紙業,東S,738,-6.0(-0.81%),"2,629",26,0.03,07_100億未満
3954,昭和パックス,東S,2842,+76.0(+2.75%),"12,647",126,0.13,06_100億以上~500億未満
3955,イムラ,東S,797,+0.0(+0.00%),"8,551",86,0.09,07_100億未満
3958,笹徳印刷,東S,557,+2.0(+0.36%),"3,445",34,0.03,07_100億未満
3962,チェンジＨＬＤＧ,東P,900,-16.0(-1.75%),"66,467",665,0.66,05_500億以上~1000億未満
3963,シンクロ・フード,東P,311,+3.0(+0.97%),"9,057",91,0.09,07_100億未満
3964,オークネット,東P,1366,-64.0(-4.48%),"131,208","1,312",1.31,04_1000億以上~5000億未満
3965,キャピタル・アセット・プランニ,東S,795,-1.0(-0.13%),"4,578",46,0.05,07_100億未満
3967,エルテス,東G,575,+3.0(+0.52%),"3,577",36,0.04,07_100億未満
3968,セグエグループ,東P,551,+0.0(+0.00%),"20,477",205,0.20,06_100億以上~500億未満
3969,エイトレッド,東S,1321,-8.0(-0.60%),"9,891",99,0.10,07_100億未満
3970,イノベーション,東S,810,-8.0(-0.98%),"2,237",22,0.02,07_100億未満
3974,ＳＣＡＴ,東S,535,+6.0(+1.13%),"2,803",28,0.03,07_100億未満
3976,シャノン,東G,465,-26.0(-5.30%),"2,756",28,0.03,07_100億未満
3979,うるる,東G,391,-4.0(-1.01%),"10,831",108,0.11,06_100億以上~500億未満
3981,ビーグリー,東S,1228,-1.0(-0.08%),"7,739",77,0.08,07_100億未満
3983,オロ,東P,2034,-44.0(-2.12%),"31,731",317,0.32,06_100億以上~500億未満
3984,ユーザーローカル,東P,1807,-8.0(-0.44%),"29,204",292,0.29,06_100億以上~500億未満
3985,テモナ,東S,172,-1.0(-0.58%),"1,967",20,0.02,07_100億未満
3986,ビーブレイクシステムズ,東S,540,-25.0(-4.42%),"2,490",25,0.02,07_100億未満
3987,エコモット,東G,530,-2.0(-0.38%),"2,799",28,0.03,07_100億未満
3988,ＳＹＳ　ＨＬＤＧ,東S,542,+2.0(+0.37%),"5,762",58,0.06,07_100億未満
3989,シェアリングテクノロジー,東G,987,+27.0(+2.81%),"24,112",241,0.24,06_100億以上~500億未満
3991,ウォンテッドリー,東G,891,-17.0(-1.87%),"8,471",85,0.08,07_100億未満
3992,ニーズウェル,東P,400,-5.0(-1.23%),"16,280",163,0.16,06_100億以上~500億未満
3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇ,東P,2811,-140.0(-4.74%),"89,806",898,0.90,05_500億以上~1000億未満
3994,マネーフォワード,東P,4116,-219.0(-5.05%),"229,269","2,293",2.29,04_1000億以上~5000億未満
3996,サインポスト,東S,182,+0.0(+0.00%),"2,330",23,0.02,07_100億未満
3997,トレードワークス,東S,389,-11.0(-2.75%),"15,965",160,0.16,06_100億以上~500億未満
3998,すららネット,東G,309,-3.0(-0.96%),"2,069",21,0.02,07_100億未満
4004,レゾナック・ＨＬＤＧ,東P,17860,-840.0(-4.49%),"3,302,337","33,023",33.02,02_1兆以上~10兆未満
4005,住友化学,東P,594.6,+7.8(+1.33%),"985,796","9,858",9.86,03_5000億以上~1兆未満
4008,住友精化,東P,1273,-39.0(-2.97%),"82,342",823,0.82,05_500億以上~1000億未満
4011,ヘッドウォータース,東G,2328,-49.0(-2.06%),"14,228",142,0.14,06_100億以上~500億未満
4012,アクシス,東S,1611,-10.0(-0.62%),"7,079",71,0.07,07_100億未満
4013,勤次郎,東G,634,+14.0(+2.26%),"13,213",132,0.13,06_100億以上~500億未満
4014,カラダノート,東G,426,-2.0(-0.47%),"2,853",29,0.03,07_100億未満
4015,ペイクラウドＨＬＤＧ,東G,470,+10.0(+2.17%),"7,529",75,0.08,07_100億未満
4016,ＭＩＴ　ＨＬＤＧ,東S,892,+8.0(+0.90%),"1,900",19,0.02,07_100億未満
4017,クリーマ,東G,211,-1.0(-0.47%),"1,423",14,0.01,07_100億未満
4019,スタメン,東G,609,-11.0(-1.77%),"5,348",53,0.05,07_100億未満
4020,ビートレンド,東G,673,-10.0(-1.46%),"1,481",15,0.01,07_100億未満
4021,日産化学,東P,7437,-95.0(-1.26%),"1,002,508","10,025",10.03,02_1兆以上~10兆未満
4022,ラサ工業,東P,2472,-181.0(-6.82%),"98,190",982,0.98,05_500億以上~1000億未満
4023,クレハ,東P,3920,-5.0(-0.13%),"195,774","1,958",1.96,04_1000億以上~5000億未満
4025,多木化学,東P,5350,+260.0(+5.11%),"50,604",506,0.51,05_500億以上~1000億未満
4026,神島化学工業,東S,1889,-119.0(-5.93%),"17,454",175,0.17,06_100億以上~500億未満
4027,テイカ,東P,2344,-14.0(-0.59%),"53,711",537,0.54,05_500億以上~1000億未満
4028,石原産業,東P,3285,-20.0(-0.61%),"132,661","1,327",1.33,04_1000億以上~5000億未満
402A,アクセルスペースＨＬＤＧ,東G,691,-17.0(-2.40%),"45,975",460,0.46,06_100億以上~500億未満
4031,片倉コープアグリ,東S,1102,-41.0(-3.59%),"11,198",112,0.11,06_100億以上~500億未満
4040,南海化学,東S,3865,+35.0(+0.91%),"9,007",90,0.09,07_100億未満
4041,日本曹達,東P,3520,-65.0(-1.81%),"194,637","1,946",1.95,04_1000億以上~5000億未満
4042,東ソー,東P,2865,+18.0(+0.63%),"931,357","9,314",9.31,03_5000億以上~1兆未満
4043,トクヤマ,東P,5617,-5.0(-0.09%),"404,920","4,049",4.05,04_1000億以上~5000億未満
4044,セントラル硝子,東P,4005,-45.0(-1.11%),"104,130","1,041",1.04,04_1000億以上~5000億未満
4045,東亞合成,東P,1744,-14.0(-0.80%),"188,352","1,884",1.88,04_1000億以上~5000億未満
4046,大阪ソーダ,東P,1793,-39.0(-2.13%),"239,653","2,397",2.40,04_1000億以上~5000億未満
4047,関東電化工業,東P,4405,+700.0(+18.89%),"253,490","2,535",2.53,04_1000億以上~5000億未満
4051,ＧＭＯ　フィナンシャルゲート,東P,5780,+120.0(+2.12%),"48,202",482,0.48,06_100億以上~500億未満
4052,フィーチャ,東G,257,-3.0(-1.15%),"1,505",15,0.02,07_100億未満
4053,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,東P,441,-3.0(-0.68%),"17,653",177,0.18,06_100億以上~500億未満
4054,日本情報クリエイト,東G,512,+4.0(+0.79%),"7,375",74,0.07,07_100億未満
4055,ティアンドエスグループ,東G,1990,-60.0(-2.93%),"15,190",152,0.15,06_100億以上~500億未満
4056,ニューラルグループ,東G,222,-1.0(-0.45%),"3,816",38,0.04,07_100億未満
4057,インターファクトリー,東G,353,+1.0(+0.28%),"1,456",15,0.01,07_100億未満
4058,トヨクモ,東G,1999,-81.0(-3.89%),"22,005",220,0.22,06_100億以上~500億未満
4059,まぐまぐ,東S,369,+0.0(+0.00%),"1,102",11,0.01,07_100億未満
4060,ｒａｋｕｍｏ,東G,1097,+67.0(+6.50%),"6,401",64,0.06,07_100億未満
4061,デンカ,東P,4220,-13.0(-0.31%),"373,706","3,737",3.74,04_1000億以上~5000億未満
4062,イビデン,東P,20155,"-1,785.0(-8.14%)","5,678,089","56,781",56.78,02_1兆以上~10兆未満
4063,信越化学工業,東P,7641,-165.0(-2.11%),"15,167,354","151,674",151.67,01_10兆以上
4064,日本カーバイド工業,東P,3280,-60.0(-1.80%),"30,896",309,0.31,06_100億以上~500億未満
4068,ベイシス,東G,1761,-4.0(-0.23%),"3,328",33,0.03,07_100億未満
4069,ＢｌｕｅＭｅｍｅ,東G,1028,+45.0(+4.58%),"3,719",37,0.04,07_100億未満
4071,プラスアルファコンサルティング,東P,2620,-66.0(-2.46%),"111,064","1,111",1.11,04_1000億以上~5000億未満
4072,電算システムＨＬＤＧ,東P,2934,-52.0(-1.74%),"31,689",317,0.32,06_100億以上~500億未満
4073,ジィ・シィ企画,東G,432,+0.0(+0.00%),"1,097",11,0.01,07_100億未満
4074,ラキール,東G,725,+9.0(+1.26%),"5,563",56,0.06,07_100億未満
4075,ブレインズテクノロジー,東G,1062,+1.0(+0.09%),"6,336",63,0.06,07_100億未満
4076,シイエヌエス,東G,1631,-1.0(-0.06%),"4,740",47,0.05,07_100億未満
4078,堺化学工業,東P,5160,-750.0(-12.69%),"82,560",826,0.83,05_500億以上~1000億未満
407A,ＵＮＩＣＯＮ　ＨＬＤＧ,東S,877,+0.0(+0.00%),"8,678",87,0.09,07_100億未満
4082,第一稀元素化学工業,東P,2105,-96.0(-4.36%),"51,362",514,0.51,05_500億以上~1000億未満
4088,エア・ウォーター,東P,2488,-2.0(-0.08%),"571,631","5,716",5.72,03_5000億以上~1兆未満
4091,日本酸素ＨＤ,東P,5620,-59.0(-1.04%),"2,433,982","24,340",24.34,02_1兆以上~10兆未満
4092,日本化学工業,東P,5190,-170.0(-3.17%),"46,309",463,0.46,06_100億以上~500億未満
4093,東邦アセチレン,東S,391,-7.0(-1.76%),"13,693",137,0.14,06_100億以上~500億未満
4094,日本化学産業,東S,2036,-22.0(-1.07%),"41,290",413,0.41,06_100億以上~500億未満
4095,日本パーカライジング,東P,1630,+80.0(+5.16%),"216,145","2,161",2.16,04_1000億以上~5000億未満
4097,高圧ガス工業,東P,1093,+20.0(+1.86%),"60,746",607,0.61,05_500億以上~1000億未満
4098,チタン工業,東S,1132,-47.0(-3.99%),"3,427",34,0.03,07_100億未満
4099,四国化成ＨＬＤＧ,東P,6270,-20.0(-0.32%),"281,332","2,813",2.81,04_1000億以上~5000億未満
409A,オリオンビール,東P,1134,+7.0(+0.62%),"48,046",480,0.48,06_100億以上~500億未満
4100,戸田工業,東S,1759,-77.0(-4.19%),"10,728",107,0.11,06_100億以上~500億未満
4102,丸尾カルシウム,東S,1425,+0.0(+0.00%),"3,356",34,0.03,07_100億未満
4107,伊勢化学工業,東S,4010,-220.0(-5.20%),"205,919","2,059",2.06,04_1000億以上~5000億未満
4109,ステラ　ケミファ,東P,7700,+480.0(+6.65%),"99,894",999,1.00,05_500億以上~1000億未満
410A,ＧＭＯ　コマース,東G,1034,+9.0(+0.88%),"5,754",58,0.06,07_100億未満
4112,保土谷化学工業,東P,2274,+20.0(+0.89%),"38,266",383,0.38,06_100億以上~500億未満
4113,田岡化学工業,東S,708,-1.0(-0.14%),"10,224",102,0.10,06_100億以上~500億未満
4114,日本触媒,東P,2046,-26.0(-1.25%),"306,900","3,069",3.07,04_1000億以上~5000億未満
4116,大日精化工業,東P,1001,-15.0(-1.48%),"72,525",725,0.73,05_500億以上~1000億未満
4118,カネカ,東P,5512,-99.0(-1.76%),"347,256","3,473",3.47,04_1000億以上~5000億未満
4119,日本ピグメントＨＬＤＧ,東S,5010,-190.0(-3.65%),"7,895",79,0.08,07_100億未満
4120,スガイ化学工業,東S,2500,+0.0(+0.00%),"3,432",34,0.03,07_100億未満
4124,大阪油化工業,東S,2559,+5.0(+0.20%),"2,167",22,0.02,07_100億未満
4125,三和油化工業,東S,2534,-35.0(-1.36%),"10,948",109,0.11,06_100億以上~500億未満
414A,オーバーラップＨＬＤＧ,東G,899,-2.0(-0.22%),"18,000",180,0.18,06_100億以上~500億未満
4151,協和キリン,東P,2299.5,-15.0(-0.65%),"1,208,697","12,087",12.09,02_1兆以上~10兆未満
415A,ＧＭＯ　ＴＥＣＨ　ＨＬＤＧ,東G,4655,+10.0(+0.22%),"7,567",76,0.08,07_100億未満
4165,プレイド,東G,639,-5.0(-0.78%),"26,366",264,0.26,06_100億以上~500億未満
4166,かっこ,東G,655,-9.0(-1.36%),"1,815",18,0.02,07_100億未満
4167,ココペリ,東G,280,+4.0(+1.45%),"2,217",22,0.02,07_100億未満
4168,ヤプリ,東G,741,+7.0(+0.95%),"9,624",96,0.10,07_100億未満
4169,ＥＮＥＣＨＡＮＧＥ,東G,195,-6.0(-2.99%),"8,361",84,0.08,07_100億未満
416A,富士ユナイトＨＬＤＧ,東S,1131,-1.0(-0.09%),"7,488",75,0.07,07_100億未満
4170,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,東G,130,-5.0(-3.70%),"2,217",22,0.02,07_100億未満
4171,グローバルインフォメーション,東S,1676,+1.0(+0.06%),"4,976",50,0.05,07_100億未満
4172,Ｈｉクラテス,東S,2176,-12.0(-0.55%),"4,848",48,0.05,07_100億未満
4174,アピリッツ,東S,616,-3.0(-0.48%),"2,585",26,0.03,07_100億未満
4175,ｃｏｌｙ,東G,2140,-119.0(-5.27%),"11,776",118,0.12,06_100億以上~500億未満
4176,ココナラ,東G,246,-1.0(-0.40%),"5,918",59,0.06,07_100億未満
4177,Ｉ−ＰＬＵＧ,東G,1416,-24.0(-1.67%),"5,645",56,0.06,07_100億未満
4178,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔ,東G,529,+6.0(+1.15%),"2,007",20,0.02,07_100億未満
4179,ジーネクスト,東G,398,+80.0(+25.16%),"2,162",22,0.02,07_100億未満
417A,ブルーゾーン　ＨＬＤＧ,東P,1720.5,-19.5(-1.12%),"360,395","3,604",3.60,04_1000億以上~5000億未満
4180,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,東P,937,-55.0(-5.54%),"96,257",963,0.96,05_500億以上~1000億未満
4182,三菱瓦斯化学,東P,5277,-105.0(-1.95%),"1,117,070","11,171",11.17,02_1兆以上~10兆未満
4183,三井化学,東P,2113,-18.5(-0.87%),"848,766","8,488",8.49,03_5000億以上~1兆未満
4186,東京応化工業,東P,10535,-155.0(-1.45%),"1,346,373","13,464",13.46,02_1兆以上~10兆未満
4187,大阪有機化学工業,東P,6040,+0.0(+0.00%),"135,357","1,354",1.35,04_1000億以上~5000億未満
4188,三菱ケミカルグループ,東P,1095,-4.0(-0.36%),"1,578,406","15,784",15.78,02_1兆以上~10兆未満
4189,ＫＨネオケム,東P,2675,+8.0(+0.30%),"99,375",994,0.99,05_500億以上~1000億未満
4192,スパイダープラス,東G,276,-6.0(-2.13%),"9,804",98,0.10,07_100億未満
4193,ファブリカＨＬＤＧ,東S,2243,+13.0(+0.58%),"12,281",123,0.12,06_100億以上~500億未満
4194,ビジョナル,東P,7842,-354.0(-4.32%),"315,425","3,154",3.15,04_1000億以上~5000億未満
4196,ネオマーケティング,東S,1537,+37.0(+2.47%),"3,908",39,0.04,07_100億未満
4197,アスマーク,東S,2288,-3.0(-0.13%),"2,651",27,0.03,07_100億未満
4198,テンダ,東S,516,-1.0(-0.19%),"3,424",34,0.03,07_100億未満
4199,ワンダープラネット,東G,747,+11.0(+1.49%),"1,941",19,0.02,07_100億未満
4202,ダイセル,東P,1278,-16.5(-1.27%),"327,350","3,274",3.27,04_1000億以上~5000億未満
4203,住友ベークライト,東P,6639,-134.0(-1.98%),"585,891","5,859",5.86,03_5000億以上~1兆未満
4204,積水化学工業,東P,2373.5,-48.5(-2.00%),"962,472","9,625",9.62,03_5000億以上~1兆未満
4205,日本ゼオン,東P,2164,-20.5(-0.94%),"452,820","4,528",4.53,04_1000億以上~5000億未満
4206,アイカ工業,東P,3417,-16.0(-0.47%),"230,957","2,310",2.31,04_1000億以上~5000億未満
4208,ＵＢＥ,東P,2941,-51.0(-1.70%),"312,334","3,123",3.12,04_1000億以上~5000億未満
4212,積水樹脂,東P,2099,+21.0(+1.01%),"66,777",668,0.67,05_500億以上~1000億未満
4216,旭有機材,東P,6690,-240.0(-3.46%),"132,465","1,325",1.32,04_1000億以上~5000億未満
4218,ニチバン,東P,1792,-21.0(-1.16%),"37,163",372,0.37,06_100億以上~500億未満
421A,ムービン・ストラテジック・キャ,東G,2981,+154.0(+5.45%),"25,166",252,0.25,06_100億以上~500億未満
4220,リケンテクノス,東P,1574,-21.0(-1.32%),"80,707",807,0.81,05_500億以上~1000億未満
4221,大倉工業,東P,4845,-5.0(-0.10%),"60,150",602,0.60,05_500億以上~1000億未満
4222,児玉化学工業,東S,697,-18.0(-2.52%),"10,899",109,0.11,06_100億以上~500億未満
4224,ロンシール工業,東S,2002,+0.0(+0.00%),"9,260",93,0.09,07_100億未満
4228,積水化成品工業,東P,544,-2.0(-0.37%),"25,562",256,0.26,06_100億以上~500億未満
