コード,銘柄名,市場,時価総額(百万円),時価総額(億円),時価総額(兆円),ランクCD,ランク
4516,日本新薬,東P,282481,2824.81,0,4,04_1000億以上_5000億未満
4519,中外製薬,東P,12705432,127054.32,13,1,01_10兆以上
4521,科研製薬,東P,166186,1661.86,0,4,04_1000億以上_5000億未満
4523,エーザイ,東P,1112641,11126.41,1,2,02_1兆以上_10兆未満
4524,森下仁丹,東S,8952,89.52,0,7,07_100億未満
4526,理研ビタミン,東P,87417,874.17,0,5,05_500億以上_1000億未満
4527,ロート製薬,東P,554901,5549.01,1,3,03_5000億以上_1兆未満
4528,小野薬品工業,東P,1094880,10948.8,1,2,02_1兆以上_10兆未満
4531,有機合成薬品工業,東S,7889,78.89,0,7,07_100億未満
4534,持田製薬,東P,114447,1144.47,0,4,04_1000億以上_5000億未満
4536,参天製薬,東P,603327,6033.27,1,3,03_5000億以上_1兆未満
4538,扶桑薬品工業,東P,19063,190.63,0,6,06_100億以上_500億未満
4539,日本ケミファ,東S,6584,65.84,0,7,07_100億未満
4540,ツムラ,東P,284927,2849.27,0,4,04_1000億以上_5000億未満
4543,テルモ,東P,3369755,33697.55,3,2,02_1兆以上_10兆未満
4544,H.U.グループHLDG,東P,189610,1896.1,0,4,04_1000億以上_5000億未満
4547,キッセイ薬品工業,東P,174300,1743,0,4,04_1000億以上_5000億未満
4548,生化学工業,東P,40622,406.22,0,6,06_100億以上_500億未満
4549,栄研化学,東P,93262,932.62,0,5,05_500億以上_1000億未満
4552,JCRファーマ,東P,59267,592.67,0,5,05_500億以上_1000億未満
4553,東和薬品,東P,191382,1913.82,0,4,04_1000億以上_5000億未満
4554,富士製薬工業,東P,56506,565.06,0,5,05_500億以上_1000億未満
4556,カイノス,東S,10344,103.44,0,6,06_100億以上_500億未満
4558,中京医薬品,東S,2297,22.97,0,7,07_100億未満
4559,ゼリア新薬工業,東P,104298,1042.98,0,4,04_1000億以上_5000億未満
4563,アンジェス,東G,18745,187.45,0,6,06_100億以上_500億未満
4564,オンコセラピー･サイエンス,東G,7574,75.74,0,7,07_100億未満
4565,ネクセラファーマ,東P,86494,864.94,0,5,05_500億以上_1000億未満
4568,第一三共,東P,4531288,45312.88,5,2,02_1兆以上_10兆未満
4569,杏林製薬,東P,67679,676.79,0,5,05_500億以上_1000億未満
456A,HUMAN MADE,東G,139393,1393.93,0,4,04_1000億以上_5000億未満
4570,免疫生物研究所,東G,9110,91.1,0,7,07_100億未満
4571,NANOHLDG,東G,8988,89.88,0,7,07_100億未満
4572,カルナバイオサイエンス,東G,8287,82.87,0,7,07_100億未満
4574,大幸薬品,東P,12710,127.1,0,6,06_100億以上_500億未満
4575,キャンバス,東G,11532,115.32,0,6,06_100億以上_500億未満
4576,デ･ウエスタン･セラピテクス,東G,4024,40.24,0,7,07_100億未満
4577,ダイト,東P,32635,326.35,0,6,06_100億以上_500億未満
4578,大塚HLDG,東P,5850705,58507.05,6,2,02_1兆以上_10兆未満
4579,ラクオリア創薬,東G,12391,123.91,0,6,06_100億以上_500億未満
4582,シンバイオ製薬,東G,5421,54.21,0,7,07_100億未満
4583,カイオム･バイオサイエンス,東G,5588,55.88,0,7,07_100億未満
4584,キッズウェル･バイオ,東G,7047,70.47,0,7,07_100億未満
4586,メドレックス,東G,3384,33.84,0,7,07_100億未満
4587,ペプチドリーム,東P,129308,1293.08,0,4,04_1000億以上_5000億未満
4588,オンコリスバイオファーマ,東G,70541,705.41,0,5,05_500億以上_1000億未満
4591,リボミック,東G,3638,36.38,0,7,07_100億未満
4592,サンバイオ,東G,98432,984.32,0,5,05_500億以上_1000億未満
4593,ヘリオス,東G,42391,423.91,0,6,06_100億以上_500億未満
4594,ブライトパス･バイオ,東G,6945,69.45,0,7,07_100億未満
4595,ミズホメディー,東S,31739,317.39,0,6,06_100億以上_500億未満
4596,窪田製薬HLDG,東G,8450,84.5,0,7,07_100億未満
4597,ソレイジア･ファーマ,東G,6015,60.15,0,7,07_100億未満
4598,DeltaーFly Pharm,東G,2063,20.63,0,7,07_100億未満
4599,ステムリム,東G,18178,181.78,0,6,06_100億以上_500億未満
460A,BRANU,東G,2754,27.54,0,7,07_100億未満
4611,大日本塗料,東P,37495,374.95,0,6,06_100億以上_500億未満
4612,日本ペイントHLDG,東P,2325709,23257.09,2,2,02_1兆以上_10兆未満
4613,関西ペイント,東P,424562,4245.62,0,4,04_1000億以上_5000億未満
4615,神東塗料,東S,4292,42.92,0,7,07_100億未満
4616,川上塗料,東S,1787,17.87,0,7,07_100億未満
4617,中国塗料,東P,174900,1749,0,4,04_1000億以上_5000億未満
4619,日本特殊塗料,東S,53597,535.97,0,5,05_500億以上_1000億未満
4620,藤倉化成,東S,32362,323.62,0,6,06_100億以上_500億未満
4623,アサヒペン,東S,7654,76.54,0,7,07_100億未満
4624,イサム塗料,東S,7190,71.9,0,7,07_100億未満
4625,アトミクス,東S,5077,50.77,0,7,07_100億未満
4626,太陽HLDG,東P,584198,5841.98,1,3,03_5000億以上_1兆未満
4627,ナトコ,東S,14188,141.88,0,6,06_100億以上_500億未満
4628,エスケー化研,東S,151567,1515.67,0,4,04_1000億以上_5000億未満
4629,大伸化学,東S,8844,88.44,0,7,07_100億未満
462A,FUNDINNO,東G,10006,100.06,0,6,06_100億以上_500億未満
4631,DIC,東P,468077,4680.77,0,4,04_1000億以上_5000億未満
4633,サカタインクス,東P,115650,1156.5,0,4,04_1000億以上_5000億未満
4634,artience,東P,206929,2069.29,0,4,04_1000億以上_5000億未満
4635,東京インキ,東S,16423,164.23,0,6,06_100億以上_500億未満
463A,インテリックスHLDG,東S,8706,87.06,0,7,07_100億未満
4641,アルプス技研,東P,46929,469.29,0,6,06_100億以上_500億未満
4642,オリジナル設計,東S,10563,105.63,0,6,06_100億以上_500億未満
4644,イマジニア,東S,10755,107.55,0,6,06_100億以上_500億未満
4645,市進HLDG,東S,4486,44.86,0,7,07_100億未満
464A,QPSHLDG,東G,151761,1517.61,0,4,04_1000億以上_5000億未満
4650,SDエンターテイメント,東S,2393,23.93,0,7,07_100億未満
4651,サニックスHLDG,東S,11594,115.94,0,6,06_100億以上_500億未満
4657,環境管理センター,東S,2107,21.07,0,7,07_100億未満
4658,日本空調サービス,東P,53855,538.55,0,5,05_500億以上_1000億未満
4659,エイジス,東S,47609,476.09,0,6,06_100億以上_500億未満
4661,オリエンタルランド,東P,3932185,39321.85,4,2,02_1兆以上_10兆未満
4662,フォーカスシステムズ,東P,24944,249.44,0,6,06_100億以上_500億未満
4664,アール･エス･シー,東S,2693,26.93,0,7,07_100億未満
4665,ダスキン,東P,194016,1940.16,0,4,04_1000億以上_5000億未満
4666,パーク24,東P,308058,3080.58,0,4,04_1000億以上_5000億未満
4667,アイサンテクノロジー,東S,8767,87.67,0,7,07_100億未満
4668,明光ネットワークジャパン,東P,17288,172.88,0,6,06_100億以上_500億未満
4671,ファルコHLDG,東S,26978,269.78,0,6,06_100億以上_500億未満
4673,川崎地質,東S,4666,46.66,0,7,07_100億未満
4674,クレスコ,東P,63210,632.1,0,5,05_500億以上_1000億未満
4676,フジ･メディアHLDG,東P,649094,6490.94,1,3,03_5000億以上_1兆未満
4678,秀英予備校,東S,2040,20.4,0,7,07_100億未満
4679,田谷,東S,1938,19.38,0,7,07_100億未満
4680,ラウンドワン,東P,268660,2686.6,0,4,04_1000億以上_5000億未満
4681,リゾートトラスト,東P,348894,3488.94,0,4,04_1000億以上_5000億未満
4684,オービック,東P,1947828,19478.28,2,2,02_1兆以上_10兆未満
4685,菱友システムズ,東S,37189,371.89,0,6,06_100億以上_500億未満
4686,ジャストシステム,東P,259789,2597.89,0,4,04_1000億以上_5000億未満
4687,TDCソフト,東P,48067,480.67,0,6,06_100億以上_500億未満
4689,LINEヤフー,東P,2798513,27985.13,3,2,02_1兆以上_10兆未満
4691,ワシントンホテル,東S,20190,201.9,0,6,06_100億以上_500億未満
4694,ビー･エム･エル,東P,144253,1442.53,0,4,04_1000億以上_5000億未満
469A,フィットクルー,東G,1552,15.52,0,7,07_100億未満
4704,トレンドマイクロ,東P,877112,8771.12,1,3,03_5000億以上_1兆未満
4705,クリップコーポレーション,東S,3570,35.7,0,7,07_100億未満
4707,キタック,東S,1928,19.28,0,7,07_100億未満
4709,ID HLDG,東P,34080,340.8,0,6,06_100億以上_500億未満
4712,KeyHolder,東S,15060,150.6,0,6,06_100億以上_500億未満
4714,リソー教育グループ,東P,32300,323,0,6,06_100億以上_500億未満
4716,日本オラクル,東S,1179820,11798.2,1,2,02_1兆以上_10兆未満
4718,早稲田アカデミー,東P,45440,454.4,0,6,06_100億以上_500億未満
4719,アルファシステムズ,東P,44897,448.97,0,6,06_100億以上_500億未満
471A,NSグループ,東P,71401,714.01,0,5,05_500億以上_1000億未満
4720,城南進学研究社,東S,2047,20.47,0,7,07_100億未満
4722,フューチャー,東P,146328,1463.28,0,4,04_1000億以上_5000億未満
4725,CAC HLDG,東P,36564,365.64,0,6,06_100億以上_500億未満
4728,トーセ,東S,4930,49.3,0,7,07_100億未満
472A,ミラティブ,東G,7178,71.78,0,7,07_100億未満
4732,ユー･エス･エス,東P,858888,8588.88,1,3,03_5000億以上_1兆未満
4733,オービックビジネスコンサルタン,東P,451745,4517.45,0,4,04_1000億以上_5000億未満
4735,京進,東S,2645,26.45,0,7,07_100億未満
4736,日本ラッド,東S,3176,31.76,0,7,07_100億未満
4743,アイティフォー,東P,45245,452.45,0,6,06_100億以上_500億未満
4746,東計電算,東S,78072,780.72,0,5,05_500億以上_1000億未満
4750,ダイサン,東S,4106,41.06,0,7,07_100億未満
4751,サイバーエージェント,東P,700052,7000.52,1,3,03_5000億以上_1兆未満
4752,昭和システムエンジニアリング,東S,7210,72.1,0,7,07_100億未満
4754,トスネット,東S,7203,72.03,0,7,07_100億未満
4755,楽天グループ,東P,1668071,16680.71,2,2,02_1兆以上_10兆未満
475A,ギミック,東S,3618,36.18,0,7,07_100億未満
4760,アルファ,東S,1437,14.37,0,7,07_100億未満
4761,サクラケーシーエス,東S,15344,153.44,0,6,06_100億以上_500億未満
4762,エックスネット,東S,12847,128.47,0,6,06_100億以上_500億未満
4763,クリーク･アンド･リバー社,東P,27910,279.1,0,6,06_100億以上_500億未満
4765,SBIグローバルアセットマネジ,東P,80631,806.31,0,5,05_500億以上_1000億未満
4766,ピーエイ,東S,2066,20.66,0,7,07_100億未満
4767,テー･オー･ダブリュー,東S,17041,170.41,0,6,06_100億以上_500億未満
4768,大塚商会,東P,1131653,11316.53,1,2,02_1兆以上_10兆未満
4769,IC,東S,8134,81.34,0,7,07_100億未満
476A,辻･本郷ITコンサルティング,東S,2901,29.01,0,7,07_100億未満
4771,エフアンドエム,東S,39113,391.13,0,6,06_100億以上_500億未満
4772,SM ENTERTAINMEN,東G,8461,84.61,0,7,07_100億未満
4776,サイボウズ,東P,126619,1266.19,0,4,04_1000億以上_5000億未満
4777,ガーラ,東S,5605,56.05,0,7,07_100億未満
477A,スタートライン,東G,2429,24.29,0,7,07_100億未満
4783,NCD,東S,18673,186.73,0,6,06_100億以上_500億未満
4784,GMOインターネット,東P,146255,1462.55,0,4,04_1000億以上_5000億未満
478A,フツパー,東G,6803,68.03,0,7,07_100億未満
4792,山田コンサルティンググループ,東P,32530,325.3,0,6,06_100億以上_500億未満
479A,PRONI,東G,5903,59.03,0,7,07_100億未満
4800,オリコン,東S,20099,200.99,0,6,06_100億以上_500億未満
4801,セントラルスポーツ,東P,25719,257.19,0,6,06_100億以上_500億未満
4809,パラカ,東P,20129,201.29,0,6,06_100億以上_500億未満
480A,リブ･コンサルティング,東G,6016,60.16,0,7,07_100億未満
4811,ドリーム･アーツ,東G,8953,89.53,0,7,07_100億未満
4812,電通総研,東P,415929,4159.29,0,4,04_1000億以上_5000億未満
4813,ACCESS,東P,18742,187.42,0,6,06_100億以上_500億未満
4814,ネクストウェア,東S,2095,20.95,0,7,07_100億未満
4816,東映アニメーション,東S,489510,4895.1,0,4,04_1000億以上_5000億未満
4819,デジタルガレージ,東P,92900,929,0,5,05_500億以上_1000億未満
4820,イーエムシステムズ,東P,35116,351.16,0,6,06_100億以上_500億未満
4825,ウェザーニューズ,東P,97168,971.68,0,5,05_500億以上_1000億未満
4826,CIJ,東P,33566,335.66,0,6,06_100億以上_500億未満
4828,ビジネスエンジニアリング,東P,60420,604.2,0,5,05_500億以上_1000億未満
4829,日本エンタープライズ,東S,3931,39.31,0,7,07_100億未満
4832,JFEシステムズ,東S,61410,614.1,0,5,05_500億以上_1000億未満
4833,Def consulting,東G,3775,37.75,0,7,07_100億未満
4838,スペースシャワーSKIYAKI,東S,11018,110.18,0,6,06_100億以上_500億未満
4839,WOWOW,東P,28787,287.87,0,6,06_100億以上_500億未満
483A,テラテクノロジー,東S,3863,38.63,0,7,07_100億未満
4840,トライアイズ,東S,7090,70.9,0,7,07_100億未満
4845,スカラ,東S,5899,58.99,0,7,07_100億未満
4847,インテリジェント ウェイブ,東P,24628,246.28,0,6,06_100億以上_500億未満
4848,フルキャストHLDG,東P,53351,533.51,0,5,05_500億以上_1000億未満
4849,エン,東P,60156,601.56,0,5,05_500億以上_1000億未満
485A,パワーエックス,東G,331019,3310.19,0,4,04_1000億以上_5000億未満
4875,メディシノバ,東S,10484,104.84,0,6,06_100億以上_500億未満
4880,セルソース,東S,6510,65.1,0,7,07_100億未満
4881,ファンペップ,東G,2838,28.38,0,7,07_100億未満
4882,ペルセウスプロテオミクス,東G,2516,25.16,0,7,07_100億未満
4883,モダリス,東G,3661,36.61,0,7,07_100億未満
4884,クリングルファーマ,東G,2808,28.08,0,7,07_100億未満
4885,室町ケミカル,東S,3956,39.56,0,7,07_100億未満
4886,アスカ製薬HLDG,東P,74209,742.09,0,5,05_500億以上_1000億未満
4887,サワイグループHLDG,東P,198291,1982.91,0,4,04_1000億以上_5000億未満
4888,ステラファーマ,東G,12017,120.17,0,6,06_100億以上_500億未満
4889,レナサイエンス,東G,21657,216.57,0,6,06_100億以上_500億未満
4890,坪田ラボ,東G,5855,58.55,0,7,07_100億未満
4891,ティムス,東G,5468,54.68,0,7,07_100億未満
4892,サイフューズ,東G,5601,56.01,0,7,07_100億未満
4893,ノイルイミューン･バイオ,東G,5555,55.55,0,7,07_100億未満
4894,クオリプス,東G,34583,345.83,0,6,06_100億以上_500億未満
4896,ケイファーマ,東G,7996,79.96,0,7,07_100億未満
4901,富士フイルムHLDG,東P,4413276,44132.76,4,2,02_1兆以上_10兆未満
4902,コニカミノルタ,東P,318689,3186.89,0,4,04_1000億以上_5000億未満
4911,資生堂,東P,1007000,10070,1,2,02_1兆以上_10兆未満
4912,ライオン,東P,441357,4413.57,0,4,04_1000億以上_5000億未満
4914,高砂香料工業,東P,109226,1092.26,0,4,04_1000億以上_5000億未満
4918,アイビー化粧品,東S,1693,16.93,0,7,07_100億未満
4919,ミルボン,東P,81668,816.68,0,5,05_500億以上_1000億未満
4920,日本色材工業研究所,東S,2314,23.14,0,7,07_100億未満
4922,コーセーHLDG,東P,320171,3201.71,0,4,04_1000億以上_5000億未満
4923,コタ,東P,34348,343.48,0,6,06_100億以上_500億未満
4925,ハーバー研究所,東S,6693,66.93,0,7,07_100億未満
4926,シーボン,東S,5159,51.59,0,7,07_100億未満
4927,ポーラ･オルビスHLDG,東P,286993,2869.93,0,4,04_1000億以上_5000億未満
4928,ノエビアHLDG,東P,144483,1444.83,0,4,04_1000億以上_5000億未満
4929,アジュバンHLDG,東S,5888,58.88,0,7,07_100億未満
4931,新日本製薬,東P,40651,406.51,0,6,06_100億以上_500億未満
4932,アルマード,東S,6621,66.21,0,7,07_100億未満
4933,I−ne,東P,22381,223.81,0,6,06_100億以上_500億未満
4934,プレミアアンチエイジング,東G,5415,54.15,0,7,07_100億未満
4935,リベルタ,東S,6678,66.78,0,7,07_100億未満
4936,アクシージア,東S,7955,79.55,0,7,07_100億未満
4937,Waqoo,東G,5678,56.78,0,7,07_100億未満
4951,エステー,東P,33005,330.05,0,6,06_100億以上_500億未満
4956,コニシ,東P,96820,968.2,0,5,05_500億以上_1000億未満
4958,長谷川香料,東P,131114,1311.14,0,4,04_1000億以上_5000億未満
4960,ケミプロ化成,東S,9259,92.59,0,7,07_100億未満
4966,上村工業,東S,416639,4166.39,0,4,04_1000億以上_5000億未満
4967,小林製薬,東P,439187,4391.87,0,4,04_1000億以上_5000億未満
4968,荒川化学工業,東P,31123,311.23,0,6,06_100億以上_500億未満
4970,東洋合成工業,東S,134203,1342.03,0,4,04_1000億以上_5000億未満
4971,メック,東P,206866,2068.66,0,4,04_1000億以上_5000億未満
4972,綜研化学,東S,57104,571.04,0,5,05_500億以上_1000億未満
4973,日本高純度化学,東P,33370,333.7,0,6,06_100億以上_500億未満
4974,タカラバイオ,東P,137635,1376.35,0,4,04_1000億以上_5000億未満
4975,JCU,東P,196643,1966.43,0,4,04_1000億以上_5000億未満
4976,東洋ドライルーブ,東S,5163,51.63,0,7,07_100億未満
4977,新田ゼラチン,東S,22471,224.71,0,6,06_100億以上_500億未満
4978,リプロセル,東G,12084,120.84,0,6,06_100億以上_500億未満
4979,OATアグリオ,東S,29197,291.97,0,6,06_100億以上_500億未満
4980,デクセリアルズ,東P,753660,7536.6,1,3,03_5000億以上_1兆未満
4985,アース製薬,東P,100944,1009.44,0,4,04_1000億以上_5000億未満
4990,昭和化学工業,東S,5750,57.5,0,7,07_100億未満
4992,北興化学工業,東S,53982,539.82,0,5,05_500億以上_1000億未満
4994,大成ラミックグループ,東S,15335,153.35,0,6,06_100億以上_500億未満
